requested_id,id,projects,name,existingTransportCapacityInjection,existingTransportCapacityWithdrawal,requiredTransportCapacityInjection,requiredTransportCapacityWithdrawal,uniqueRequestsInjection,uniqueRequestsWithdrawal,queueInjection,queueWithdrawal,rnb,bboxLeft,bboxRight,bboxTop,bboxBottom,tennetInjectionMax,tennetWithdrawalMax,information,congestionUrl,yearSolvedWithdrawal,yearSolvedInjection,tennetYearSolvedWithdrawal,tennetYearSolvedInjection,history
AMLM,AMLM,"[{'id': 72312, 'name': 'Extra capaciteit op Almelo Mosterdpot', 'gridOperator': 'Enexis', 'dateString': '2029', 'gridOperatorType': 'RNB', 'description': None, 'quarter': '', 'year': '2029', 'scheduleDescription': None, 'startDate': None, 'endDate': None, 'projectUrl': None, 'source': 'Laatste inzichten', 'projectPhase': 'inProgress'}, {'id': 72041, 'name': 'Harculo-Raalte-Nijverdal 110 kV vervangen verbinding', 'gridOperator': 'TenneT', 'dateString': '2026', 'gridOperatorType': 'TENNET', 'description': None, 'quarter': '', 'year': '2026', 'scheduleDescription': None, 'startDate': None, 'endDate': None, 'projectUrl': None, 'source': 'Investeringsplan', 'projectPhase': 'inProgress'}, {'id': 71884, 'name': 'Hengelo 380 kV plaatsen 4e transformator', 'gridOperator': 'TenneT', 'dateString': '2027', 'gridOperatorType': 'TENNET', 'description': None, 'quarter': '', 'year': '2027', 'scheduleDescription': None, 'startDate': None, 'endDate': None, 'projectUrl': None, 'source': 'Investeringsplan', 'projectPhase': 'scheduled'}, {'id': 71736, 'name': 'Veenoord Boerdijk 110 kV realiseren station', 'gridOperator': 'TenneT', 'dateString': '2031 - 2033', 'gridOperatorType': 'TENNET', 'description': None, 'quarter': '4', 'year': '2033', 'scheduleDescription': None, 'startDate': '2031-01-01 00:00:00', 'endDate': '2033-12-31 00:00:00', 'projectUrl': None, 'source': 'Investeringsplan', 'projectPhase': 'inProgress'}, {'id': 72248, 'name': 'Veenoord Boerdijk 380 kV realiseren station', 'gridOperator': 'TenneT', 'dateString': '2031 - 2034', 'gridOperatorType': 'TENNET', 'description': None, 'quarter': '4', 'year': '2034', 'scheduleDescription': None, 'startDate': '2031-01-01 00:00:00', 'endDate': '2034-12-31 00:00:00', 'projectUrl': None, 'source': 'Investeringsplan', 'projectPhase': 'inProgress'}, {'id': 71979, 'name': 'Bargermeer-Meeden 110 kV verzwaren verbinding', 'gridOperator': 'TenneT', 'dateString': '2031 - 2034', 'gridOperatorType': 'TENNET', 'description': None, 'quarter': '4', 'year': '2034', 'scheduleDescription': None, 'startDate': '2031-01-01 00:00:00', 'endDate': '2034-12-31 00:00:00', 'projectUrl': None, 'source': 'Investeringsplan', 'projectPhase': 'inProgress'}, {'id': 72121, 'name': 'Drents Overijsselse Netversterking 110 kV', 'gridOperator': 'TenneT', 'dateString': '2033 - 2036', 'gridOperatorType': 'TENNET', 'description': None, 'quarter': '4', 'year': '2036', 'scheduleDescription': None, 'startDate': '2033-01-01 00:00:00', 'endDate': '2036-12-31 00:00:00', 'projectUrl': None, 'source': 'Investeringsplan', 'projectPhase': 'scheduled'}, {'id': 71746, 'name': 'Drents Overijsselse Netversterking 380 en 220 kV', 'gridOperator': 'TenneT', 'dateString': '2033 - 2036', 'gridOperatorType': 'TENNET', 'description': None, 'quarter': '4', 'year': '2036', 'scheduleDescription': None, 'startDate': '2033-01-01 00:00:00', 'endDate': '2036-12-31 00:00:00', 'projectUrl': None, 'source': 'Investeringsplan', 'projectPhase': 'inProgress'}, {'id': 72288, 'name': 'Almelo 380/110 kV realiseren station', 'gridOperator': 'TenneT', 'dateString': '2034 - 2037', 'gridOperatorType': 'TENNET', 'description': None, 'quarter': '4', 'year': '2037', 'scheduleDescription': None, 'startDate': '2034-01-01 00:00:00', 'endDate': '2037-12-31 00:00:00', 'projectUrl': None, 'source': 'Investeringsplan', 'projectPhase': 'scheduled'}, {'id': 72217, 'name': 'Zwolle Frankhuis-Hessenweg 110 kV realiseren kabelverbinding', 'gridOperator': 'TenneT', 'dateString': '2035 - 2038', 'gridOperatorType': 'TENNET', 'description': None, 'quarter': '4', 'year': '2038', 'scheduleDescription': None, 'startDate': '2035-01-01 00:00:00', 'endDate': '2038-12-31 00:00:00', 'projectUrl': None, 'source': 'Investeringsplan', 'projectPhase': 'approved'}, {'id': 72231, 'name': 'Deelnet Enschede', 'gridOperator': 'TenneT', 'dateString': '2034 - 2038', 'gridOperatorType': 'TENNET', 'description': None, 'quarter': '4', 'year': '2038', 'scheduleDescription': None, 'startDate': '2034-01-01 00:00:00', 'endDate': '2038-12-31 00:00:00', 'projectUrl': None, 'source': 'Investeringsplan', 'projectPhase': 'approved'}, {'id': 71826, 'name': 'Driehoek Twente 110 kV verzwaren verbinding', 'gridOperator': 'TenneT', 'dateString': '2034 - 2038', 'gridOperatorType': 'TENNET', 'description': None, 'quarter': '4', 'year': '2038', 'scheduleDescription': None, 'startDate': '2034-01-01 00:00:00', 'endDate': '2038-12-31 00:00:00', 'projectUrl': None, 'source': 'Investeringsplan', 'projectPhase': 'approved'}, {'id': 71776, 'name': 'Hengelo 380 kV - Hengelo Oele 110 kV vervangen stations', 'gridOperator': 'TenneT', 'dateString': '2036 - 2039', 'gridOperatorType': 'TENNET', 'description': None, 'quarter': '4', 'year': '2039', 'scheduleDescription': None, 'startDate': '2036-01-01 00:00:00', 'endDate': '2039-12-31 00:00:00', 'projectUrl': None, 'source': 'Investeringsplan', 'projectPhase': 'scheduled'}]",AMLM Almelo Mosterdpot,78.5 MW,83.6 MW,41.5 MW,82.9 MW,44,43,14.5 MW,10.8 MW,"Coteq, Enexis",6.498825011153093,6.6814554253638185,52.410161052208,52.31648532441076,3.0,3.0,,https://www.enexis.nl/zakelijk/netcapaciteit/congestie/congestie-onderzoeken,2029,2026,2035,2036,"[{'year': 2026, 'existingTransportCapacityInjection': 78.49, 'requiredTransportCapacityInjection': 24.8264277603493, 'existingTransportCapacityWithdrawal': 83.56, 'requiredTransportCapacityWithdrawal': 79.45088115384358, 'queueInjection': 14.518, 'queueWithdrawal': 10.844000000000001, 'uniqueRequestsInjection': 44.0, 'uniqueRequestsWithdrawal': 43.0}, {'year': 2027, 'existingTransportCapacityInjection': 78.49, 'requiredTransportCapacityInjection': 27.8391910800154, 'existingTransportCapacityWithdrawal': 83.56, 'requiredTransportCapacityWithdrawal': 80.00191912316508, 'queueInjection': 6.825, 'queueWithdrawal': 3.136, 'uniqueRequestsInjection': 24.0, 'uniqueRequestsWithdrawal': 26.0}, {'year': 2028, 'existingTransportCapacityInjection': 78.49, 'requiredTransportCapacityInjection': 31.2171439841874, 'existingTransportCapacityWithdrawal': 83.56, 'requiredTransportCapacityWithdrawal': 80.70681855598296, 'queueInjection': 6.825, 'queueWithdrawal': 3.136, 'uniqueRequestsInjection': 24.0, 'uniqueRequestsWithdrawal': 26.0}, {'year': 2029, 'existingTransportCapacityInjection': 125.49, 'requiredTransportCapacityInjection': 34.5357610095033, 'existingTransportCapacityWithdrawal': 130.56, 'requiredTransportCapacityWithdrawal': 81.3881574261954, 'queueInjection': 6.825, 'queueWithdrawal': 3.136, 'uniqueRequestsInjection': 24.0, 'uniqueRequestsWithdrawal': 26.0}, {'year': 2030, 'existingTransportCapacityInjection': 211.49, 'requiredTransportCapacityInjection': 38.2701398968732, 'existingTransportCapacityWithdrawal': 216.56, 'requiredTransportCapacityWithdrawal': 82.24194626464448, 'queueInjection': 6.825, 'queueWithdrawal': 3.136, 'uniqueRequestsInjection': 24.0, 'uniqueRequestsWithdrawal': 26.0}, {'year': 2031, 'existingTransportCapacityInjection': 211.49, 'requiredTransportCapacityInjection': 41.478802535778, 'existingTransportCapacityWithdrawal': 216.56, 'requiredTransportCapacityWithdrawal': 82.90341135628337, 'queueInjection': 6.825, 'queueWithdrawal': 3.136, 'uniqueRequestsInjection': 24.0, 'uniqueRequestsWithdrawal': 26.0}]"
ARI,ARI,"[{'id': 72157, 'name': 'Extra capaciteit op Aarle Rixtel', 'gridOperator': 'Enexis', 'dateString': '2028', 'gridOperatorType': 'RNB', 'description': None, 'quarter': '', 'year': '2028', 'scheduleDescription': None, 'startDate': None, 'endDate': None, 'projectUrl': None, 'source': 'Laatste inzichten', 'projectPhase': 'scheduled'}, {'id': 72283, 'name': 'Tilburg Noord-Best 150 kV aanpassingen stations', 'gridOperator': 'TenneT', 'dateString': '2026', 'gridOperatorType': 'TENNET', 'description': None, 'quarter': '', 'year': '2026', 'scheduleDescription': None, 'startDate': None, 'endDate': None, 'projectUrl': None, 'source': 'Investeringsplan', 'projectPhase': 'inProgress'}, {'id': 72327, 'name': 'Best-Tilburg Noord 150 kV verzwaren verbinding', 'gridOperator': 'TenneT', 'dateString': '2026', 'gridOperatorType': 'TENNET', 'description': None, 'quarter': '', 'year': '2026', 'scheduleDescription': None, 'startDate': None, 'endDate': None, 'projectUrl': None, 'source': 'Investeringsplan', 'projectPhase': 'inProgress'}, {'id': 72060, 'name': 'Tilburg 380 kV realiseren station ', 'gridOperator': 'TenneT', 'dateString': '2027', 'gridOperatorType': 'TENNET', 'description': None, 'quarter': '', 'year': '2027', 'scheduleDescription': None, 'startDate': None, 'endDate': None, 'projectUrl': None, 'source': 'Investeringsplan', 'projectPhase': 'inProgress'}, {'id': 72180, 'name': 'Geertruidenberg 380 kV plaatsen transformator', 'gridOperator': 'TenneT', 'dateString': '2027', 'gridOperatorType': 'TENNET', 'description': None, 'quarter': '', 'year': '2027', 'scheduleDescription': None, 'startDate': None, 'endDate': None, 'projectUrl': None, 'source': 'Investeringsplan', 'projectPhase': 'inProgress'}, {'id': 72307, 'name': 'Hapert 150 kV vervangen station', 'gridOperator': 'TenneT', 'dateString': '2027', 'gridOperatorType': 'TENNET', 'description': None, 'quarter': '', 'year': '2027', 'scheduleDescription': None, 'startDate': None, 'endDate': None, 'projectUrl': None, 'source': 'Investeringsplan', 'projectPhase': 'inProgress'}, {'id': 72326, 'name': 'Waalwijk 150 kV plaatsen dwarsregeltransformatoren', 'gridOperator': 'TenneT', 'dateString': '2028', 'gridOperatorType': 'TENNET', 'description': None, 'quarter': '', 'year': '2028', 'scheduleDescription': None, 'startDate': None, 'endDate': None, 'projectUrl': None, 'source': 'Investeringsplan', 'projectPhase': 'inProgress'}, {'id': 71815, 'name': 'Woensdrecht-Bergen op Zoom 150 kV verzwaren verbinding', 'gridOperator': 'TenneT', 'dateString': '2028', 'gridOperatorType': 'TENNET', 'description': None, 'quarter': '', 'year': '2028', 'scheduleDescription': None, 'startDate': None, 'endDate': None, 'projectUrl': None, 'source': 'Investeringsplan', 'projectPhase': 'inProgress'}, {'id': 71777, 'name': 'Woensdrecht-Bergen op Zoom 150 kV realiseren kabelvelden', 'gridOperator': 'TenneT', 'dateString': '2028', 'gridOperatorType': 'TENNET', 'description': None, 'quarter': '', 'year': '2028', 'scheduleDescription': None, 'startDate': None, 'endDate': None, 'projectUrl': None, 'source': 'Investeringsplan', 'projectPhase': 'inProgress'}, {'id': 72270, 'name': 'Halsteren 380 kV realiseren station', 'gridOperator': 'TenneT', 'dateString': '2030 - 2031', 'gridOperatorType': 'TENNET', 'description': None, 'quarter': '4', 'year': '2031', 'scheduleDescription': None, 'startDate': '2030-01-01 00:00:00', 'endDate': '2031-12-31 00:00:00', 'projectUrl': None, 'source': 'Investeringsplan', 'projectPhase': 'inProgress'}, {'id': 71966, 'name': 'Maarheeze-Eindhoven Oost 150 kV verzwaren verbinding', 'gridOperator': 'TenneT', 'dateString': '2031 - 2033', 'gridOperatorType': 'TENNET', 'description': None, 'quarter': '4', 'year': '2033', 'scheduleDescription': None, 'startDate': '2031-01-01 00:00:00', 'endDate': '2033-12-31 00:00:00', 'projectUrl': None, 'source': 'Investeringsplan', 'projectPhase': 'scheduled'}, {'id': 71842, 'name': 'Eindhoven Zuid-Hapert 150 kV verzwaren verbinding', 'gridOperator': 'TenneT', 'dateString': '2032 - 2034', 'gridOperatorType': 'TENNET', 'description': None, 'quarter': '4', 'year': '2034', 'scheduleDescription': None, 'startDate': '2032-01-01 00:00:00', 'endDate': '2034-12-31 00:00:00', 'projectUrl': None, 'source': 'Investeringsplan', 'projectPhase': 'scheduled'}, {'id': 72301, 'name': 'Oirschot 150 kV realiseren station', 'gridOperator': 'TenneT', 'dateString': '2032 - 2034', 'gridOperatorType': 'TENNET', 'description': None, 'quarter': '4', 'year': '2034', 'scheduleDescription': None, 'startDate': '2032-01-01 00:00:00', 'endDate': '2034-12-31 00:00:00', 'projectUrl': None, 'source': 'Investeringsplan', 'projectPhase': 'scheduled'}, {'id': 72302, 'name': 'Tilburg 380 kV plaatsen 4e transformator', 'gridOperator': 'TenneT', 'dateString': '2032 - 2035', 'gridOperatorType': 'TENNET', 'description': None, 'quarter': '4', 'year': '2035', 'scheduleDescription': None, 'startDate': '2032-01-01 00:00:00', 'endDate': '2035-12-31 00:00:00', 'projectUrl': None, 'source': 'Investeringsplan', 'projectPhase': 'approved'}, {'id': 71796, 'name': 'Woensdrecht-Halsteren-Dinteloord 150 kV realiseren verbinding', 'gridOperator': 'TenneT', 'dateString': '2034 - 2036', 'gridOperatorType': 'TENNET', 'description': None, 'quarter': '4', 'year': '2036', 'scheduleDescription': None, 'startDate': '2034-01-01 00:00:00', 'endDate': '2036-12-31 00:00:00', 'projectUrl': None, 'source': 'Investeringsplan', 'projectPhase': 'scheduled'}, {'id': 71939, 'name': 'Port of Moerdijk 380 kV realiseren station', 'gridOperator': 'TenneT', 'dateString': '2033 - 2036', 'gridOperatorType': 'TENNET', 'description': None, 'quarter': '4', 'year': '2036', 'scheduleDescription': None, 'startDate': '2033-01-01 00:00:00', 'endDate': '2036-12-31 00:00:00', 'projectUrl': None, 'source': 'Investeringsplan', 'projectPhase': 'scheduled'}, {'id': 71996, 'name': 'Wijchen-Oss 150 kV realiseren verbinding', 'gridOperator': 'TenneT', 'dateString': '2033 - 2036', 'gridOperatorType': 'TENNET', 'description': None, 'quarter': '4', 'year': '2036', 'scheduleDescription': None, 'startDate': '2033-01-01 00:00:00', 'endDate': '2036-12-31 00:00:00', 'projectUrl': None, 'source': 'Investeringsplan', 'projectPhase': 'approved'}, {'id': 71982, 'name': 'Wijchen 380 kV realiseren station', 'gridOperator': 'TenneT', 'dateString': '2033 - 2036', 'gridOperatorType': 'TENNET', 'description': None, 'quarter': '4', 'year': '2036', 'scheduleDescription': None, 'startDate': '2033-01-01 00:00:00', 'endDate': '2036-12-31 00:00:00', 'projectUrl': None, 'source': 'Investeringsplan', 'projectPhase': 'scheduled'}, {'id': 71748, 'name': 'Port of Moerdijk 150 kV realiseren station', 'gridOperator': 'TenneT', 'dateString': '2033 - 2036', 'gridOperatorType': 'TENNET', 'description': None, 'quarter': '4', 'year': '2036', 'scheduleDescription': None, 'startDate': '2033-01-01 00:00:00', 'endDate': '2036-12-31 00:00:00', 'projectUrl': None, 'source': 'Investeringsplan', 'projectPhase': 'scheduled'}]",ARI Aarle Rixtel,98.5 MW,108.8 MW,148.2 MW,79.3 MW,59,95,69.8 MW,48.8 MW,Enexis,5.517576501269958,5.852573702735848,51.60857659910125,51.473636715405,3.0,3.0,,https://www.enexis.nl/zakelijk/netcapaciteit/congestie/congestie-onderzoeken,2031,2031,2036,2036,"[{'year': 2026, 'existingTransportCapacityInjection': 98.51, 'requiredTransportCapacityInjection': 112.6901155783415, 'existingTransportCapacityWithdrawal': 108.77, 'requiredTransportCapacityWithdrawal': 71.73343355197144, 'queueInjection': 69.839, 'queueWithdrawal': 48.797, 'uniqueRequestsInjection': 59.0, 'uniqueRequestsWithdrawal': 95.0}, {'year': 2027, 'existingTransportCapacityInjection': 98.51, 'requiredTransportCapacityInjection': 119.5297715054525, 'existingTransportCapacityWithdrawal': 108.77, 'requiredTransportCapacityWithdrawal': 72.86700978148136, 'queueInjection': 69.839, 'queueWithdrawal': 48.797, 'uniqueRequestsInjection': 59.0, 'uniqueRequestsWithdrawal': 95.0}, {'year': 2028, 'existingTransportCapacityInjection': 98.51, 'requiredTransportCapacityInjection': 126.5777620753721, 'existingTransportCapacityWithdrawal': 108.77, 'requiredTransportCapacityWithdrawal': 74.17670087666014, 'queueInjection': 69.839, 'queueWithdrawal': 48.797, 'uniqueRequestsInjection': 59.0, 'uniqueRequestsWithdrawal': 95.0}, {'year': 2029, 'existingTransportCapacityInjection': 98.51, 'requiredTransportCapacityInjection': 133.6333955064953, 'existingTransportCapacityWithdrawal': 108.77, 'requiredTransportCapacityWithdrawal': 75.75912041118386, 'queueInjection': 69.839, 'queueWithdrawal': 48.797, 'uniqueRequestsInjection': 59.0, 'uniqueRequestsWithdrawal': 95.0}, {'year': 2030, 'existingTransportCapacityInjection': 98.51, 'requiredTransportCapacityInjection': 140.6171843913044, 'existingTransportCapacityWithdrawal': 108.77, 'requiredTransportCapacityWithdrawal': 77.4044135581907, 'queueInjection': 69.839, 'queueWithdrawal': 48.797, 'uniqueRequestsInjection': 59.0, 'uniqueRequestsWithdrawal': 95.0}, {'year': 2031, 'existingTransportCapacityInjection': 270.51, 'requiredTransportCapacityInjection': 148.2469460995, 'existingTransportCapacityWithdrawal': 280.77, 'requiredTransportCapacityWithdrawal': 79.34819201948957, 'queueInjection': 69.839, 'queueWithdrawal': 48.797, 'uniqueRequestsInjection': 59.0, 'uniqueRequestsWithdrawal': 95.0}]"
BBS,BBS,"[{'id': 72000, 'name': 'Extra capaciteit op Biesbosch', 'gridOperator': 'Enexis', 'dateString': '2030', 'gridOperatorType': 'RNB', 'description': None, 'quarter': '', 'year': '2030', 'scheduleDescription': None, 'startDate': None, 'endDate': None, 'projectUrl': None, 'source': 'Laatste inzichten', 'projectPhase': 'scheduled'}, {'id': 72283, 'name': 'Tilburg Noord-Best 150 kV aanpassingen stations', 'gridOperator': 'TenneT', 'dateString': '2026', 'gridOperatorType': 'TENNET', 'description': None, 'quarter': '', 'year': '2026', 'scheduleDescription': None, 'startDate': None, 'endDate': None, 'projectUrl': None, 'source': 'Investeringsplan', 'projectPhase': 'inProgress'}, {'id': 72327, 'name': 'Best-Tilburg Noord 150 kV verzwaren verbinding', 'gridOperator': 'TenneT', 'dateString': '2026', 'gridOperatorType': 'TENNET', 'description': None, 'quarter': '', 'year': '2026', 'scheduleDescription': None, 'startDate': None, 'endDate': None, 'projectUrl': None, 'source': 'Investeringsplan', 'projectPhase': 'inProgress'}, {'id': 72060, 'name': 'Tilburg 380 kV realiseren station ', 'gridOperator': 'TenneT', 'dateString': '2027', 'gridOperatorType': 'TENNET', 'description': None, 'quarter': '', 'year': '2027', 'scheduleDescription': None, 'startDate': None, 'endDate': None, 'projectUrl': None, 'source': 'Investeringsplan', 'projectPhase': 'inProgress'}, {'id': 72180, 'name': 'Geertruidenberg 380 kV plaatsen transformator', 'gridOperator': 'TenneT', 'dateString': '2027', 'gridOperatorType': 'TENNET', 'description': None, 'quarter': '', 'year': '2027', 'scheduleDescription': None, 'startDate': None, 'endDate': None, 'projectUrl': None, 'source': 'Investeringsplan', 'projectPhase': 'inProgress'}, {'id': 72307, 'name': 'Hapert 150 kV vervangen station', 'gridOperator': 'TenneT', 'dateString': '2027', 'gridOperatorType': 'TENNET', 'description': None, 'quarter': '', 'year': '2027', 'scheduleDescription': None, 'startDate': None, 'endDate': None, 'projectUrl': None, 'source': 'Investeringsplan', 'projectPhase': 'inProgress'}, {'id': 72326, 'name': 'Waalwijk 150 kV plaatsen dwarsregeltransformatoren', 'gridOperator': 'TenneT', 'dateString': '2028', 'gridOperatorType': 'TENNET', 'description': None, 'quarter': '', 'year': '2028', 'scheduleDescription': None, 'startDate': None, 'endDate': None, 'projectUrl': None, 'source': 'Investeringsplan', 'projectPhase': 'inProgress'}, {'id': 71815, 'name': 'Woensdrecht-Bergen op Zoom 150 kV verzwaren verbinding', 'gridOperator': 'TenneT', 'dateString': '2028', 'gridOperatorType': 'TENNET', 'description': None, 'quarter': '', 'year': '2028', 'scheduleDescription': None, 'startDate': None, 'endDate': None, 'projectUrl': None, 'source': 'Investeringsplan', 'projectPhase': 'inProgress'}, {'id': 71777, 'name': 'Woensdrecht-Bergen op Zoom 150 kV realiseren kabelvelden', 'gridOperator': 'TenneT', 'dateString': '2028', 'gridOperatorType': 'TENNET', 'description': None, 'quarter': '', 'year': '2028', 'scheduleDescription': None, 'startDate': None, 'endDate': None, 'projectUrl': None, 'source': 'Investeringsplan', 'projectPhase': 'inProgress'}, {'id': 72270, 'name': 'Halsteren 380 kV realiseren station', 'gridOperator': 'TenneT', 'dateString': '2030 - 2031', 'gridOperatorType': 'TENNET', 'description': None, 'quarter': '4', 'year': '2031', 'scheduleDescription': None, 'startDate': '2030-01-01 00:00:00', 'endDate': '2031-12-31 00:00:00', 'projectUrl': None, 'source': 'Investeringsplan', 'projectPhase': 'inProgress'}, {'id': 71966, 'name': 'Maarheeze-Eindhoven Oost 150 kV verzwaren verbinding', 'gridOperator': 'TenneT', 'dateString': '2031 - 2033', 'gridOperatorType': 'TENNET', 'description': None, 'quarter': '4', 'year': '2033', 'scheduleDescription': None, 'startDate': '2031-01-01 00:00:00', 'endDate': '2033-12-31 00:00:00', 'projectUrl': None, 'source': 'Investeringsplan', 'projectPhase': 'scheduled'}, {'id': 71842, 'name': 'Eindhoven Zuid-Hapert 150 kV verzwaren verbinding', 'gridOperator': 'TenneT', 'dateString': '2032 - 2034', 'gridOperatorType': 'TENNET', 'description': None, 'quarter': '4', 'year': '2034', 'scheduleDescription': None, 'startDate': '2032-01-01 00:00:00', 'endDate': '2034-12-31 00:00:00', 'projectUrl': None, 'source': 'Investeringsplan', 'projectPhase': 'scheduled'}, {'id': 72301, 'name': 'Oirschot 150 kV realiseren station', 'gridOperator': 'TenneT', 'dateString': '2032 - 2034', 'gridOperatorType': 'TENNET', 'description': None, 'quarter': '4', 'year': '2034', 'scheduleDescription': None, 'startDate': '2032-01-01 00:00:00', 'endDate': '2034-12-31 00:00:00', 'projectUrl': None, 'source': 'Investeringsplan', 'projectPhase': 'scheduled'}, {'id': 72302, 'name': 'Tilburg 380 kV plaatsen 4e transformator', 'gridOperator': 'TenneT', 'dateString': '2032 - 2035', 'gridOperatorType': 'TENNET', 'description': None, 'quarter': '4', 'year': '2035', 'scheduleDescription': None, 'startDate': '2032-01-01 00:00:00', 'endDate': '2035-12-31 00:00:00', 'projectUrl': None, 'source': 'Investeringsplan', 'projectPhase': 'approved'}, {'id': 71796, 'name': 'Woensdrecht-Halsteren-Dinteloord 150 kV realiseren verbinding', 'gridOperator': 'TenneT', 'dateString': '2034 - 2036', 'gridOperatorType': 'TENNET', 'description': None, 'quarter': '4', 'year': '2036', 'scheduleDescription': None, 'startDate': '2034-01-01 00:00:00', 'endDate': '2036-12-31 00:00:00', 'projectUrl': None, 'source': 'Investeringsplan', 'projectPhase': 'scheduled'}, {'id': 71939, 'name': 'Port of Moerdijk 380 kV realiseren station', 'gridOperator': 'TenneT', 'dateString': '2033 - 2036', 'gridOperatorType': 'TENNET', 'description': None, 'quarter': '4', 'year': '2036', 'scheduleDescription': None, 'startDate': '2033-01-01 00:00:00', 'endDate': '2036-12-31 00:00:00', 'projectUrl': None, 'source': 'Investeringsplan', 'projectPhase': 'scheduled'}, {'id': 71996, 'name': 'Wijchen-Oss 150 kV realiseren verbinding', 'gridOperator': 'TenneT', 'dateString': '2033 - 2036', 'gridOperatorType': 'TENNET', 'description': None, 'quarter': '4', 'year': '2036', 'scheduleDescription': None, 'startDate': '2033-01-01 00:00:00', 'endDate': '2036-12-31 00:00:00', 'projectUrl': None, 'source': 'Investeringsplan', 'projectPhase': 'approved'}, {'id': 71982, 'name': 'Wijchen 380 kV realiseren station', 'gridOperator': 'TenneT', 'dateString': '2033 - 2036', 'gridOperatorType': 'TENNET', 'description': None, 'quarter': '4', 'year': '2036', 'scheduleDescription': None, 'startDate': '2033-01-01 00:00:00', 'endDate': '2036-12-31 00:00:00', 'projectUrl': None, 'source': 'Investeringsplan', 'projectPhase': 'scheduled'}, {'id': 71748, 'name': 'Port of Moerdijk 150 kV realiseren station', 'gridOperator': 'TenneT', 'dateString': '2033 - 2036', 'gridOperatorType': 'TENNET', 'description': None, 'quarter': '4', 'year': '2036', 'scheduleDescription': None, 'startDate': '2033-01-01 00:00:00', 'endDate': '2036-12-31 00:00:00', 'projectUrl': None, 'source': 'Investeringsplan', 'projectPhase': 'scheduled'}]",BBS Biesbosch,21.6 MW,21.6 MW,17.6 MW,26.1 MW,16,27,31.6 MW,5.8 MW,Enexis,4.679152823527643,4.977336434143301,51.828314499560456,51.72085108852641,3.0,3.0,,https://www.enexis.nl/zakelijk/netcapaciteit/congestie/congestie-onderzoeken,2030,2030,2036,2036,"[{'year': 2026, 'existingTransportCapacityInjection': 21.6, 'requiredTransportCapacityInjection': 9.031060977718099, 'existingTransportCapacityWithdrawal': 21.6, 'requiredTransportCapacityWithdrawal': 24.5854085497393, 'queueInjection': 31.632, 'queueWithdrawal': 5.815, 'uniqueRequestsInjection': 16.0, 'uniqueRequestsWithdrawal': 27.0}, {'year': 2027, 'existingTransportCapacityInjection': 21.6, 'requiredTransportCapacityInjection': 10.68333, 'existingTransportCapacityWithdrawal': 21.6, 'requiredTransportCapacityWithdrawal': 24.80038088365674, 'queueInjection': 31.632, 'queueWithdrawal': 5.815, 'uniqueRequestsInjection': 16.0, 'uniqueRequestsWithdrawal': 27.0}, {'year': 2028, 'existingTransportCapacityInjection': 21.6, 'requiredTransportCapacityInjection': 12.4098625, 'existingTransportCapacityWithdrawal': 21.6, 'requiredTransportCapacityWithdrawal': 25.06883229598648, 'queueInjection': 31.632, 'queueWithdrawal': 5.815, 'uniqueRequestsInjection': 16.0, 'uniqueRequestsWithdrawal': 27.0}, {'year': 2029, 'existingTransportCapacityInjection': 21.6, 'requiredTransportCapacityInjection': 14.1467683, 'existingTransportCapacityWithdrawal': 21.6, 'requiredTransportCapacityWithdrawal': 25.37409601620687, 'queueInjection': 31.632, 'queueWithdrawal': 5.815, 'uniqueRequestsInjection': 16.0, 'uniqueRequestsWithdrawal': 27.0}, {'year': 2030, 'existingTransportCapacityInjection': 85.6, 'requiredTransportCapacityInjection': 15.8664009, 'existingTransportCapacityWithdrawal': 85.6, 'requiredTransportCapacityWithdrawal': 25.71070220556264, 'queueInjection': 31.632, 'queueWithdrawal': 5.815, 'uniqueRequestsInjection': 16.0, 'uniqueRequestsWithdrawal': 27.0}, {'year': 2031, 'existingTransportCapacityInjection': 85.6, 'requiredTransportCapacityInjection': 17.6166375, 'existingTransportCapacityWithdrawal': 85.6, 'requiredTransportCapacityWithdrawal': 26.11012018981406, 'queueInjection': 31.632, 'queueWithdrawal': 5.815, 'uniqueRequestsInjection': 16.0, 'uniqueRequestsWithdrawal': 27.0}]"
